Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/03 12:28:45	 138	0	67	98	29	99	89	0	-1	-65	19967	409376	0x20
03/03 12:28:45	 139	0	67	98	29	99	89	0	-1	-65	19970	409463	0x7c
03/03 12:28:45	 140	0	67	98	29	99	89	0	-1	-65	19959	409511	0xa1
03/03 12:28:45	 141	0	67	98	29	99	89	0	-1	-65	19959	409521	0xac
03/03 12:28:45	 142	0	67	98	29	99	89	0	-1	-65	19958	409549	0xc8
03/03 12:28:45	 143	0	67	98	29	99	89	0	-1	-65	19961	409583	0xee
03/03 12:28:45	 144	0	67	98	29	99	89	0	-1	-65	19959	409639	0x26
03/03 12:28:45	 145	0	67	98	29	99	89	0	-1	-65	19965	409733	0x8b
03/03 12:28:45	 146	8	67	98	28	99	89	0	-1	-64	19962	409862	0x13
03/03 12:28:45	 147	0	67	98	28	99	89	0	-1	-64	19965	410029	0xb6
03/03 12:28:45	 148	0	67	98	28	99	89	0	-1	-64	19967	410176	0x4d
03/03 12:28:45	 149	0	67	98	28	99	89	0	-1	-64	19962	410340	0xed
03/03 12:28:45	 150	0	67	98	28	99	89	0	-1	-64	19960	410501	0x8e
03/03 12:28:45	 151	0	67	98	28	99	89	0	-1	-64	19956	410617	0xff
03/03 12:28:45	 152	0	67	98	28	99	89	0	-1	-64	19941	410707	0x4c
03/03 12:28:45	 153	0	67	98	28	99	89	0	-1	-64	19949	410764	0x8e
03/03 12:28:45	 154	0	67	98	28	99	89	0	-1	-64	19947	410810	0xbb
03/03 12:28:45	 155	0	67	98	28	99	89	0	-1	-64	19937	410812	0xb4
03/03 12:28:45	 156	0	67	98	28	99	89	0	-1	-64	19941	410785	0x9e
03/03 12:28:45	 157	0	67	98	28	99	89	0	-1	-64	19937	410743	0x71
03/03 12:28:45	 158	0	67	98	28	99	89	0	-1	-64	19933	410736	0x67
