Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/03 13:14:41	 40	0	70	100	51	100	84	0	-2	-64	19906	391248	0x80
03/03 13:14:41	 41	0	70	100	51	100	84	0	-2	-64	19915	391465	0x64
03/03 13:14:41	 42	0	70	100	51	100	84	0	-2	-64	19909	391693	0x44
03/03 13:14:41	 43	0	70	100	51	100	84	0	-2	-64	19910	391940	0x3e
03/03 13:14:41	 44	0	70	100	51	100	84	0	-2	-64	19918	392178	0x35
03/03 13:14:41	 45	0	70	100	51	100	84	0	-2	-64	19915	392407	0x19
03/03 13:14:41	 46	0	70	100	51	100	84	0	-2	-64	19914	392686	0x31
03/03 13:14:41	 47	0	70	100	51	100	84	0	-2	-64	19926	392978	0x64
03/03 13:14:41	 48	0	70	100	51	100	84	0	-1	-64	19929	393274	0x93
03/03 13:14:41	 49	0	70	100	51	100	84	0	-1	-64	19920	393620	0xe6
03/03 13:14:41	 50	8	70	100	51	100	83	0	-1	-64	19928	394018	0x86
03/03 13:14:41	 51	0	70	100	51	100	83	0	-1	-64	19923	394387	0xec
03/03 13:14:41	 52	0	70	100	51	100	83	0	-1	-64	19918	394722	0x38
03/03 13:14:41	 53	0	70	100	51	100	83	0	-1	-64	19925	395034	0x7a
03/03 13:14:41	 54	0	70	100	51	100	83	0	-1	-64	19919	395238	0x41
03/03 13:14:41	 55	0	70	100	51	100	83	0	-1	-64	19918	395367	0xc3
03/03 13:14:41	 56	0	70	100	51	100	83	0	-1	-64	19927	395407	0xf5
03/03 13:14:41	 57	0	70	100	51	100	83	0	-1	-64	19924	395356	0xc0
03/03 13:14:41	 58	0	70	100	51	100	83	-1	-1	-64	19917	395192	0x14
03/03 13:14:41	 59	0	70	100	51	100	83	-1	-1	-64	19924	394962	0x35
03/03 13:14:41	 60	0	70	100	51	100	83	-1	-1	-64	19917	394740	0x50
03/03 13:14:41	 61	0	70	100	51	100	83	-1	-1	-64	19916	394506	0x66
03/03 13:14:41	 62	0	70	100	51	100	83	-1	-1	-64	19921	394301	0x9e
03/03 13:14:41	 63	0	70	100	51	100	83	-1	-1	-64	19917	394158	0x0b
03/03 13:14:41	 64	0	70	100	51	100	83	-1	-1	-64	19913	394109	0xd7
03/03 13:14:41	 65	0	70	100	51	100	83	-1	-1	-64	19910	394136	0xf0
03/03 13:14:41	 66	0	70	100	51	100	83	-1	-1	-64	19911	394223	0x49
03/03 13:14:41	 67	0	70	100	51	100	83	-1	-1	-64	19916	394410	0x0b
03/03 13:14:41	 68	0	70	100	51	100	83	0	-1	-64	19923	394670	0x19
03/03 13:14:41	 69	0	70	100	51	100	83	0	-1	-64	19905	394965	0x30
03/03 13:14:41	 70	0	70	100	51	100	83	0	-1	-64	19895	395269	0x59
03/03 13:14:41	 71	0	70	100	51	100	83	0	-1	-64	19907	395626	0xcc
