Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/03 12:17:27	 212	0	71	99	61	100	91	-1	-1	-64	19889	324708	0x3b
03/03 12:17:27	 213	0	71	99	61	100	91	-1	-1	-64	19894	324577	0xbd
03/03 12:17:27	 214	0	71	99	61	100	91	-1	-1	-64	19897	324476	0x5c
03/03 12:17:27	 215	0	71	99	61	100	91	-1	-1	-64	19895	324414	0x1d
03/03 12:17:27	 216	0	71	99	61	100	91	-1	-1	-64	19894	324403	0x12
03/03 12:17:27	 217	0	71	99	61	100	91	-1	-1	-64	19906	324448	0x4c
03/03 12:17:27	 218	0	71	99	61	100	91	-1	-1	-64	19898	324573	0xc2
03/03 12:17:27	 219	0	71	99	61	100	91	-1	-1	-64	19901	324760	0x82
03/03 12:17:27	 220	0	71	99	61	100	91	-1	-1	-64	19912	325009	0x88
03/03 12:17:27	 221	0	71	99	61	100	91	-1	-1	-64	19916	325272	0x95
03/03 12:17:27	 222	0	71	99	61	100	91	-1	-1	-64	19921	325592	0xdc
03/03 12:17:27	 223	0	71	99	61	100	91	-1	-1	-64	19918	325943	0x3b
03/03 12:17:27	 224	0	71	99	61	100	91	-1	-1	-64	19920	326294	0x9e
03/03 12:17:28	 225	0	71	99	61	100	91	-1	-1	-64	19918	326699	0x34
03/03 12:17:28	 226	0	71	99	61	100	91	-1	-1	-64	19928	327109	0xda
03/03 12:17:28	 227	0	71	99	61	100	91	-1	-1	-64	19926	327525	0x7b
03/03 12:17:28	 228	0	71	99	61	100	91	-1	-1	-64	19930	327940	0x22
03/03 12:17:28	 229	0	71	99	61	100	91	-1	-1	-64	19921	328386	0xd9
03/03 12:17:28	 230	0	71	99	61	100	91	0	-1	-64	19928	328830	0xa0
03/03 12:17:28	 231	0	71	99	61	100	91	0	-1	-64	19929	329252	0x4a
