Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/04 20:36:30	 149	0	56	100	34	100	105	-1	-2	-63	19943	438836	0xa7
03/04 20:36:30	 150	0	56	100	34	100	105	-1	-2	-63	19941	439062	0x89
03/04 20:36:30	 151	0	56	100	34	100	105	-1	-2	-63	19941	439302	0x7b
03/04 20:36:30	 152	0	56	100	34	100	105	-1	-1	-64	19934	439554	0x72
03/04 20:36:30	 153	0	56	100	34	100	105	-1	-1	-64	19938	439796	0x69
03/04 20:36:30	 154	0	56	100	34	100	105	-1	-1	-64	19932	440057	0x6a
03/04 20:36:30	 155	0	56	100	34	100	105	-1	-1	-64	19928	440352	0x90
03/04 20:36:30	 156	0	56	100	34	100	105	-1	-1	-64	19933	440587	0x82
03/04 20:36:30	 157	0	56	100	34	100	105	-1	-1	-64	19922	440880	0x9e
03/04 20:36:30	 158	0	56	100	34	100	105	-1	-1	-64	19927	441162	0xbf
03/04 20:36:30	 159	0	56	100	34	100	105	-1	-1	-64	19922	441408	0xb2
03/04 20:36:30	 160	0	56	100	34	100	105	-1	-1	-64	19921	441717	0xe8
03/04 20:36:30	 161	0	56	100	34	100	105	-1	-1	-64	19924	442016	0x18
03/04 20:36:30	 162	0	56	100	34	100	105	-1	-2	-64	19919	442272	0x14
03/04 20:36:30	 163	0	56	100	34	100	105	-1	-2	-64	19923	442566	0x40
03/04 20:36:30	 164	0	56	100	34	100	105	-1	-2	-64	19920	442855	0x60
03/04 20:36:30	 165	0	56	100	34	100	105	-1	-2	-64	19916	443110	0x5d
03/04 20:36:30	 166	0	56	100	34	100	105	-1	-2	-64	19918	443341	0x48
03/04 20:36:30	 167	0	56	100	34	100	105	-1	-2	-64	19916	443591	0x42
03/04 20:36:30	 168	0	56	100	34	100	105	-1	-2	-64	19915	443855	0x4b
03/04 20:36:30	 169	0	56	100	34	100	105	-1	-2	-64	19913	444116	0x50
03/04 20:36:30	 170	0	56	100	34	100	105	-1	-2	-64	19916	444412	0x7d
03/04 20:36:30	 171	0	56	100	34	100	105	-1	-2	-64	19921	444704	0xa9
03/04 20:36:30	 172	0	56	100	34	100	105	-1	-2	-64	19922	445030	0xf2
03/04 20:36:30	 173	0	56	100	34	100	105	-1	-2	-64	19917	445373	0x46
03/04 20:36:30	 174	0	56	100	34	100	105	-1	-2	-64	19921	445683	0x82
03/04 20:36:30	 175	0	56	100	34	100	105	-1	-2	-64	19913	445947	0x84
03/04 20:36:30	 176	0	56	100	34	100	105	-1	-2	-64	19915	445972	0xa1
03/04 20:36:30	 177	0	56	100	34	100	105	-1	-2	-64	19914	445686	0x81
03/04 20:36:30	 178	0	56	100	34	100	105	-1	-2	-64	19912	445019	0xe3
03/04 20:36:30	 179	0	56	100	34	100	105	-1	-2	-64	19907	443807	0x1e
03/04 20:36:30	 180	0	56	100	34	100	105	-1	-2	-64	19910	442060	0x48
03/04 20:36:30	 181	0	56	100	34	100	105	-1	-2	-64	19903	439966	0x0c
03/04 20:36:30	 182	0	56	100	34	100	105	-1	-1	-64	19894	437887	0xde
03/04 20:36:30	 183	0	56	100	34	100	105	-1	-1	-64	19896	436049	0xac
03/04 20:36:30	 184	0	56	100	34	100	105	-1	-1	-64	19884	434502	0x90
03/04 20:36:30	 185	0	56	100	34	100	105	-1	-1	-64	19882	433370	0x1e
03/04 20:36:30	 186	0	56	100	34	100	105	-1	-1	-64	19889	432572	0x05
03/04 20:36:30	 187	0	56	100	34	100	105	-1	-1	-64	19883	432069	0x07
03/04 20:36:30	 188	0	56	100	34	100	105	-1	-1	-64	19878	431825	0x0e
03/04 20:36:30	 189	0	56	100	34	100	105	-1	-1	-64	19887	431761	0xd8
03/04 20:36:30	 190	0	56	100	34	100	105	-1	-1	-64	19882	431839	0x22
03/04 20:36:30	 191	0	56	100	34	100	105	-1	-1	-64	19869	431990	0xae
03/04 20:36:30	 192	0	56	100	34	100	105	-1	-2	-64	19885	432170	0x73
03/04 20:36:30	 193	0	56	100	34	100	105	-1	-2	-64	19883	432390	0x4f
03/04 20:36:30	 194	0	56	100	34	100	105	-1	-2	-64	19885	432582	0x12
03/04 20:36:30	 195	0	56	100	34	100	105	-1	-2	-64	19889	432690	0x84
03/04 20:36:30	 196	0	56	100	34	100	105	-1	-2	-64	19887	432762	0xcb
03/04 20:36:30	 197	0	56	100	34	100	105	-1	-2	-64	19890	432785	0xe6
03/04 20:36:30	 198	0	56	100	34	100	105	-1	-2	-64	19897	432750	0xcb
03/04 20:36:30	 199	0	56	100	34	100	105	-1	-2	-64	19892	432673	0x7a
03/04 20:36:30	 200	0	56	100	34	100	105	-1	-2	-64	19898	432577	0x20
03/04 20:36:30	 201	0	56	100	34	100	105	-1	-2	-64	19911	432527	0xfc
03/04 20:36:30	 202	0	56	100	34	100	105	-1	-1	-64	19916	432516	0xf8
03/04 20:36:30	 203	8	56	100	34	100	106	-1	-1	-64	19912	432556	0x26
03/04 20:36:30	 204	0	56	100	34	100	106	-1	-1	-64	19918	432683	0xa5
03/04 20:36:30	 205	0	56	100	34	100	106	-1	-1	-64	19929	432820	0x3a
03/04 20:36:30	 206	0	56	100	34	100	106	-1	-1	-64	19923	433037	0x0f
03/04 20:36:30	 207	0	56	100	34	100	106	-1	-1	-64	19938	433282	0x15
03/04 20:36:30	 208	0	56	100	34	100	106	-1	-1	-64	19931	433456	0xbe
03/04 20:36:30	 209	0	56	100	34	100	106	-1	-1	-64	19937	433618	0x67
03/04 20:36:30	 210	0	56	100	34	100	106	-1	-1	-64	19943	433730	0xdf
03/04 20:36:30	 211	0	56	100	34	100	106	-1	-1	-64	19946	433782	0x17
03/04 20:36:30	 212	0	56	100	34	100	106	-1	-2	-65	19943	433775	0x0c
03/04 20:36:30	 213	0	56	100	34	100	106	-1	-2	-65	19945	433737	0xe9
03/04 20:36:30	 214	0	56	100	34	100	106	-1	-2	-65	19949	433661	0xa1
03/04 20:36:30	 215	0	56	100	34	100	106	-1	-2	-65	19946	433592	0x5a
03/04 20:36:30	 216	0	56	100	34	100	106	-1	-2	-65	19951	433489	0xf9
03/04 20:36:30	 217	0	56	100	34	100	106	-1	-2	-65	19951	433438	0xc7
03/04 20:36:30	 218	0	56	100	34	100	106	-1	-2	-65	19956	433408	0xaf
03/04 20:36:30	 219	0	56	100	34	100	106	-1	-2	-65	19957	433414	0xb7
03/04 20:36:30	 220	0	56	100	34	100	106	-1	-2	-65	19957	433485	0xff
03/04 20:36:30	 221	0	56	100	34	100	106	-1	-2	-65	19960	433585	0x67
03/04 20:36:30	 222	0	56	100	34	100	106	0	-2	-64	19973	433753	0x21
03/04 20:36:30	 223	0	56	100	34	100	106	0	-2	-64	19971	433966	0xf6
03/04 20:36:30	 224	0	56	100	34	100	106	0	-2	-64	19982	434197	0xea
03/04 20:36:30	 225	0	56	100	34	100	106	0	-2	-64	19986	434442	0xe5
03/04 20:36:30	 226	0	56	100	34	100	106	0	-2	-64	19989	434666	0xc9
03/04 20:36:30	 227	0	56	100	34	100	106	0	-2	-64	20003	434868	0xa3
03/04 20:36:30	 228	0	56	100	34	100	106	0	-2	-64	20001	435095	0x86
03/04 20:36:30	 229	0	56	100	34	100	106	0	-2	-64	20010	435324	0x76
