Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/06 11:14:39	 38	0	58	99	13	100	101	-1	-2	-64	19887	505288	0x7f
03/06 11:14:39	 39	0	58	99	13	100	101	-1	-2	-64	19896	505403	0xfd
03/06 11:14:39	 40	0	58	99	13	100	101	-1	-2	-64	19892	505504	0x5f
03/06 11:14:39	 41	0	58	99	13	100	101	-1	-2	-64	19884	505587	0xab
03/06 11:14:39	 42	0	58	99	13	100	101	-1	-2	-64	19889	505674	0x09
03/06 11:14:39	 43	0	58	99	13	100	101	-1	-2	-64	19883	505731	0x3d
03/06 11:14:39	 44	0	58	99	13	100	101	-1	-2	-64	19873	505841	0xa2
03/06 11:14:39	 45	0	58	99	13	100	101	-1	-2	-64	19883	505936	0x0d
03/06 11:14:39	 46	0	58	99	13	100	101	-1	-2	-64	19879	505999	0x49
03/06 11:14:39	 47	0	58	99	13	100	101	-1	-2	-64	19875	506071	0x8e
03/06 11:14:39	 48	0	58	99	13	100	101	-1	-2	-64	19883	506140	0xdd
03/06 11:14:39	 49	0	58	99	13	100	101	-1	-2	-64	19882	506216	0x29
03/06 11:14:39	 50	0	58	99	13	100	101	-1	-2	-64	19873	506291	0x6c
03/06 11:14:39	 51	0	58	99	13	100	101	-1	-2	-64	19870	506370	0xba
03/06 11:14:39	 52	0	58	99	13	100	101	-1	-2	-64	19876	506429	0xfc
03/06 11:14:39	 53	0	58	99	13	100	101	-1	-2	-64	19867	506540	0x63
03/06 11:14:39	 54	0	58	99	13	100	101	-1	-2	-64	19876	506587	0x9c
03/06 11:14:39	 55	0	58	99	13	100	101	-1	-2	-64	19870	506656	0xdd
03/06 11:14:40	 56	0	58	99	13	100	101	-1	-2	-64	19863	506744	0x2f
03/06 11:14:40	 57	0	58	99	13	100	101	-1	-2	-64	19868	506797	0x6a
03/06 11:14:40	 58	0	58	99	13	100	101	-1	-2	-64	19869	506883	0xc3
03/06 11:14:40	 59	0	58	99	13	100	101	-1	-2	-64	19871	506952	0x0b
03/06 11:14:40	 60	0	58	99	13	100	101	0	-2	-64	19877	507057	0x7c
03/06 11:14:40	 61	0	58	99	13	100	101	0	-2	-64	19872	507150	0xd6
03/06 11:14:40	 62	0	58	99	13	100	101	0	-2	-64	19874	507219	0x1e
03/06 11:14:40	 63	0	58	99	13	100	101	0	-2	-64	19874	507320	0x84
03/06 11:14:40	 64	0	58	99	13	100	101	0	-2	-64	19872	507390	0xc9
03/06 11:14:40	 65	0	58	99	13	100	101	0	-2	-64	19869	507486	0x28
03/06 11:14:40	 66	0	58	99	13	100	101	0	-2	-64	19874	507601	0xa1
03/06 11:14:40	 67	0	58	99	13	100	101	0	-2	-64	19870	507685	0xf3
03/06 11:14:40	 68	0	58	99	13	100	101	0	-2	-64	19869	507824	0x7e
03/06 11:14:40	 69	0	58	99	13	100	101	0	-2	-64	19877	507945	0x01
03/06 11:14:40	 70	0	58	99	13	100	101	-1	-2	-64	19871	508036	0x56
03/06 11:14:40	 71	0	58	99	13	100	101	-1	-2	-64	19872	508120	0xac
03/06 11:14:40	 72	0	58	99	13	100	101	-1	-2	-64	19870	508196	0xf8
03/06 11:14:40	 73	0	58	99	13	100	101	-1	-2	-64	19872	508299	0x62
03/06 11:14:40	 74	0	58	99	13	100	101	-1	-2	-64	19881	508388	0xc5
03/06 11:14:40	 75	0	58	99	13	100	101	-1	-2	-64	19884	508468	0x1a
03/06 11:14:40	 76	0	58	99	13	100	101	-1	-2	-64	19884	508579	0x8a
03/06 11:14:40	 77	0	58	99	13	100	101	-1	-2	-64	19896	508665	0xed
03/06 11:14:40	 78	0	58	99	13	100	101	-1	-2	-64	19891	508752	0x41
03/06 11:14:40	 79	0	58	99	13	100	101	-1	-2	-64	19892	508890	0xcd
03/06 11:14:40	 80	0	58	99	13	100	101	-1	-1	-64	19899	508984	0x35
03/06 11:14:40	 81	0	58	99	13	100	101	-1	-1	-64	19901	509060	0x84
03/06 11:14:40	 82	0	58	99	13	100	101	-1	-1	-64	19906	509105	0xb7
03/06 11:14:40	 83	0	58	99	13	100	101	-1	-1	-64	19908	509079	0xa0
03/06 11:14:40	 84	0	58	99	13	100	101	-1	-1	-64	19911	508955	0x28
03/06 11:14:40	 85	0	58	99	13	100	101	-1	-1	-64	19905	508644	0xea
03/06 11:14:40	 86	0	58	99	13	100	101	-1	-1	-64	19914	508204	0x3b
03/06 11:14:40	 87	0	58	99	13	100	101	-1	-1	-64	19915	507612	0xea
03/06 11:14:40	 88	0	58	99	13	100	101	-1	-1	-64	19921	506921	0x3c
03/06 11:14:40	 89	0	58	99	13	100	101	-1	-1	-64	19931	506256	0xab
03/06 11:14:40	 90	0	58	99	13	100	101	-1	-2	-64	19938	505610	0x2a
03/06 11:14:40	 91	0	58	99	13	100	101	-1	-2	-64	19941	505061	0x06
03/06 11:14:40	 92	0	58	99	13	100	101	-1	-2	-64	19955	504644	0x73
03/06 11:14:40	 93	0	58	99	13	100	101	-1	-2	-64	19952	504368	0x5c
03/06 11:14:40	 94	0	58	99	13	100	101	-1	-2	-64	19961	504176	0xa5
03/06 11:14:40	 95	0	58	99	13	100	101	-1	-2	-64	19971	504122	0x7b
03/06 11:14:40	 96	0	58	99	13	100	101	-1	-2	-64	19973	504124	0x80
03/06 11:14:40	 97	0	58	99	13	100	101	-1	-2	-64	19980	504178	0xbe
03/06 11:14:40	 98	0	58	99	13	100	101	-1	-2	-64	19989	504254	0x14
03/06 11:14:40	 99	0	58	99	13	100	101	-1	-2	-64	19991	504323	0x5d
03/06 11:14:40	 100	0	58	99	13	100	101	0	-2	-65	19998	504417	0xc3
03/06 11:14:40	 101	0	58	99	13	100	101	0	-2	-65	20009	504478	0x0c
03/06 11:14:40	 102	0	58	99	13	100	101	0	-2	-65	20010	504554	0x5a
03/06 11:14:40	 103	0	58	99	13	100	101	0	-2	-65	20015	504606	0x95
03/06 11:14:40	 104	0	58	99	13	100	101	0	-2	-65	20026	504654	0xd1
03/06 11:14:40	 105	0	58	99	13	100	101	0	-2	-65	20025	504644	0xc7
03/06 11:14:40	 106	0	58	99	13	100	101	0	-2	-65	20031	504616	0xb2
03/06 11:14:40	 107	0	58	99	13	100	101	0	-2	-65	20035	504667	0xea
03/06 11:14:40	 108	0	58	99	13	100	101	0	-2	-65	20042	504660	0xeb
03/06 11:14:40	 109	0	58	99	13	100	101	0	-2	-65	20041	504681	0x00
03/06 11:14:40	 110	8	58	100	12	100	100	-1	-2	-64	20049	504748	0x53
03/06 11:14:40	 111	0	58	100	12	100	100	-1	-2	-64	20051	504827	0x9d
03/06 11:14:40	 112	0	58	100	12	100	100	-1	-2	-64	20053	504890	0xe0
03/06 11:14:40	 113	0	58	100	12	100	100	-1	-2	-64	20060	504952	0x26
03/06 11:14:40	 114	0	58	100	12	100	100	-1	-2	-64	20058	504971	0x38
03/06 11:14:40	 115	0	58	100	12	100	100	-1	-2	-64	20059	505005	0x5c
03/06 11:14:40	 116	0	58	100	12	100	100	-1	-2	-64	20073	505010	0x70
03/06 11:14:40	 117	0	58	100	12	100	100	-1	-2	-64	20073	504944	0x2f
03/06 11:14:40	 118	0	58	100	12	100	100	-1	-2	-64	20071	504926	0x1c
03/06 11:14:40	 119	0	58	100	12	100	100	-1	-2	-64	20080	504875	0xf3
03/06 11:14:40	 120	0	58	100	12	100	100	-1	-2	-64	20085	504807	0xb4
03/06 11:14:40	 121	0	58	100	12	100	100	-1	-2	-64	20079	504781	0x95
03/06 11:14:40	 122	0	58	100	12	100	100	-1	-2	-64	20091	504736	0x75
03/06 11:14:40	 123	0	58	100	12	100	100	-1	-2	-64	20096	504699	0x56
03/06 11:14:40	 124	0	58	100	12	100	100	-1	-2	-64	20101	504693	0x56
03/06 11:14:40	 125	0	58	100	12	100	100	-1	-2	-64	20115	504713	0x79
03/06 11:14:40	 126	0	58	100	12	100	100	-1	-2	-64	20118	504748	0xa0
03/06 11:14:40	 127	0	58	100	12	100	100	-1	-2	-64	20118	504810	0xdf
03/06 11:14:40	 128	0	58	100	12	100	100	-1	-2	-64	20132	504888	0x3d
03/06 11:14:40	 129	0	58	100	12	100	100	-1	-2	-64	20134	504971	0x93
03/06 11:14:40	 130	0	58	100	12	100	100	-1	-2	-64	20140	505073	0x00
03/06 11:14:40	 131	0	58	100	12	100	100	-1	-2	-64	20150	505163	0x66
03/06 11:14:40	 132	0	58	100	12	100	100	-1	-2	-64	20154	505250	0xc2
03/06 11:14:40	 133	0	58	100	12	100	100	-1	-2	-64	20164	505362	0x3e
03/06 11:14:40	 134	0	58	100	12	100	100	-1	-2	-64	20175	505480	0xc0
03/06 11:14:40	 135	0	58	100	12	100	100	-1	-2	-64	20171	505558	0x0b
03/06 11:14:40	 136	0	58	100	12	100	100	-1	-2	-64	20180	505651	0x73
03/06 11:14:40	 137	0	58	100	12	100	100	-1	-2	-64	20183	505729	0xc5
03/06 11:14:40	 138	0	58	100	12	100	100	-1	-2	-64	20186	505817	0x21
03/06 11:14:40	 139	0	58	100	12	100	100	-1	-2	-64	20189	505914	0x87
03/06 11:14:40	 140	0	58	100	12	100	100	0	-2	-64	20198	505956	0xbc
03/06 11:14:40	 141	0	58	100	12	100	100	0	-2	-64	20199	505998	0xe8
03/06 11:14:40	 142	0	58	100	12	100	100	0	-2	-64	20200	506078	0x3a
03/06 11:14:40	 143	0	58	100	12	100	100	0	-2	-64	20207	506146	0x87
03/06 11:14:40	 144	0	58	100	12	100	100	0	-2	-64	20209	506196	0xbc
03/06 11:14:40	 145	0	58	100	12	100	100	0	-2	-64	20207	506254	0xf5
03/06 11:14:40	 146	0	58	100	12	100	100	0	-2	-64	20204	506301	0x22
03/06 11:14:40	 147	0	58	100	12	100	100	0	-2	-64	20207	506366	0x67
03/06 11:14:40	 148	0	58	100	12	100	100	0	-2	-64	20212	506400	0x90
03/06 11:14:40	 149	0	58	100	12	100	100	0	-2	-64	20207	506468	0xd0
03/06 11:14:40	 150	0	58	100	12	100	100	-1	-2	-64	20202	506532	0x0b
03/06 11:14:40	 151	0	58	100	12	100	100	-1	-2	-64	20206	506589	0x49
03/06 11:14:40	 152	0	58	100	12	100	100	-1	-2	-64	20203	506663	0x92
03/06 11:14:40	 153	0	58	100	12	100	100	-1	-2	-64	20209	506718	0xd0
03/06 11:14:40	 154	0	58	100	12	100	100	-1	-2	-64	20206	506777	0x09
03/06 11:14:40	 155	0	58	100	12	100	100	-1	-2	-64	20200	506857	0x54
03/06 11:14:41	 156	0	58	100	12	100	100	-1	-2	-64	20194	506928	0x97
03/06 11:14:41	 157	0	58	100	12	100	100	-1	-2	-64	20195	507011	0xec
03/06 11:14:41	 158	0	58	100	12	100	100	-1	-2	-64	20196	507102	0x49
03/06 11:14:41	 159	0	58	100	12	100	100	-1	-2	-64	20192	507199	0xa8
03/06 11:14:41	 160	0	58	100	12	100	100	-1	-2	-64	20195	507269	0xf2
03/06 11:14:41	 161	0	58	100	12	100	100	-1	-2	-64	20187	507335	0x2d
03/06 11:14:41	 162	0	58	100	12	100	100	-1	-2	-64	20183	507414	0x7a
03/06 11:14:41	 163	0	58	100	12	100	100	-1	-2	-64	20187	507505	0xda
03/06 11:14:41	 164	0	58	100	12	100	100	-1	-2	-64	20180	507588	0x27
03/06 11:14:41	 165	0	58	100	12	100	100	-1	-2	-64	20176	507638	0x56
03/06 11:14:41	 166	0	58	100	12	100	100	-1	-2	-64	20174	507697	0x91
03/06 11:14:41	 167	0	58	100	12	100	100	-1	-2	-64	20171	507791	0xed
03/06 11:14:41	 168	0	58	100	12	100	100	-1	-2	-64	20162	507859	0x29
03/06 11:14:41	 169	0	58	100	12	100	100	-1	-2	-64	20168	507922	0x70
03/06 11:14:41	 170	0	58	100	12	100	100	-1	-2	-64	20156	508014	0xc1
03/06 11:14:41	 171	0	58	100	12	100	100	-1	-2	-64	20160	508117	0x2d
03/06 11:14:41	 172	0	58	100	12	100	100	-1	-2	-64	20160	508202	0x84
03/06 11:14:41	 173	0	58	100	12	100	100	-1	-2	-64	20151	508269	0xbf
03/06 11:14:41	 174	0	58	100	12	100	100	-1	-2	-64	20147	508343	0x06
03/06 11:14:41	 175	0	58	100	12	100	100	-1	-2	-64	20154	508401	0x48
03/06 11:14:41	 176	0	58	100	12	100	100	-1	-2	-64	20145	508422	0x56
03/06 11:14:41	 177	0	58	100	12	100	100	-1	-2	-64	20153	508360	0x20
03/06 11:14:41	 178	0	58	100	12	100	100	-1	-2	-64	20156	508187	0x77
03/06 11:14:41	 179	0	58	100	12	100	100	-1	-2	-64	20156	507859	0x2e
03/06 11:14:41	 180	0	58	100	12	100	100	-1	-2	-64	20150	507386	0x4e
03/06 11:14:41	 181	0	58	100	12	100	100	-1	-2	-64	20151	506753	0xd5
03/06 11:14:41	 182	0	58	100	12	100	100	-1	-2	-64	20148	506022	0xf5
03/06 11:14:41	 183	0	58	100	12	100	100	-1	-2	-64	20143	505319	0x2f
03/06 11:14:41	 184	0	58	100	12	100	100	-1	-2	-64	20152	504659	0xa3
03/06 11:14:41	 185	0	58	100	12	100	100	-1	-2	-64	20139	504099	0x65
03/06 11:14:41	 186	0	58	100	12	100	100	-1	-2	-64	20140	503646	0xa0
03/06 11:14:41	 187	0	58	100	12	100	100	-1	-2	-64	20147	503331	0x6c
03/06 11:14:41	 188	0	58	100	12	100	100	-1	-2	-64	20139	503152	0xb1
03/06 11:14:41	 189	0	58	100	12	100	100	-1	-2	-64	20137	503054	0x4e
03/06 11:14:41	 190	0	58	100	12	100	100	-1	-2	-65	20143	503033	0x3e
03/06 11:14:41	 191	0	58	100	12	100	100	-1	-2	-65	20130	503083	0x65
03/06 11:14:41	 192	0	58	100	12	100	100	-1	-2	-65	20122	503134	0x91
03/06 11:14:41	 193	0	58	100	12	100	100	-1	-2	-65	20129	503203	0xde
03/06 11:14:41	 194	0	58	100	12	100	100	-1	-2	-65	20129	503258	0x16
03/06 11:14:41	 195	0	58	100	12	100	100	-1	-2	-65	20122	503286	0x2c
03/06 11:14:41	 196	0	58	100	12	100	100	-1	-2	-65	20123	503299	0x3c
03/06 11:14:41	 197	0	58	100	12	100	100	-1	-2	-65	20124	503295	0x39
03/06 11:14:41	 198	0	58	100	12	100	100	-1	-2	-65	20117	503295	0x33
03/06 11:14:41	 199	0	58	100	12	100	100	-1	-2	-65	20117	503240	0xfd
03/06 11:14:41	 200	0	58	100	12	100	100	-1	-2	-64	20109	503207	0xd6
03/06 11:14:41	 201	0	58	100	12	100	100	-1	-2	-64	20104	503211	0xd6
03/06 11:14:41	 202	0	58	100	12	100	100	-1	-2	-64	20105	503164	0xa9
03/06 11:14:41	 203	0	58	100	12	100	100	-1	-2	-64	20100	503151	0x98
03/06 11:14:41	 204	8	58	100	12	100	94	-1	-2	-64	20098	503198	0xc8
03/06 11:14:41	 205	0	58	100	12	100	94	-1	-2	-64	20099	503266	0x06
03/06 11:14:41	 206	0	58	100	12	100	94	-1	-2	-64	20090	503354	0x57
03/06 11:14:41	 207	0	58	100	12	100	94	-1	-2	-64	20090	503438	0xac
03/06 11:14:41	 208	0	58	100	12	100	94	-1	-2	-64	20090	503493	0xe4
03/06 11:14:41	 209	0	58	100	12	100	94	-1	-2	-64	20090	503525	0x05
03/06 11:14:41	 210	0	58	100	12	100	94	-1	-2	-65	20084	503569	0x2c
03/06 11:14:41	 211	0	58	100	12	100	94	-1	-2	-65	20089	503569	0x32
03/06 11:14:41	 212	0	58	100	12	100	94	-1	-2	-65	20080	503546	0x12
03/06 11:14:41	 213	0	58	100	12	100	94	-1	-2	-65	20087	503536	0x10
03/06 11:14:41	 214	0	58	100	12	100	94	-1	-2	-65	20089	503496	0xeb
03/06 11:14:41	 215	0	58	100	12	100	94	-1	-2	-65	20085	503432	0xa8
03/06 11:14:41	 216	0	58	100	12	100	94	-1	-2	-65	20081	503417	0x96
03/06 11:14:41	 217	0	58	100	12	100	94	-1	-2	-65	20082	503404	0x8b
03/06 11:14:41	 218	0	58	100	12	100	94	-1	-2	-65	20077	503356	0x57
03/06 11:14:41	 219	0	58	100	12	100	94	-1	-2	-65	20077	503383	0x73
03/06 11:14:41	 220	0	58	100	12	100	94	-1	-1	-64	20074	503415	0x93
03/06 11:14:41	 221	0	58	100	12	100	94	-1	-1	-64	20076	503459	0xc2
03/06 11:14:41	 222	0	58	100	12	100	94	-1	-1	-64	20081	503536	0x15
03/06 11:14:41	 223	0	58	100	12	100	94	-1	-1	-64	20076	503584	0x42
03/06 11:14:41	 224	0	58	100	12	100	94	-1	-1	-64	20073	503633	0x71
03/06 11:14:41	 225	0	58	100	12	100	94	-1	-1	-64	20084	503724	0xd8
03/06 11:14:41	 226	0	58	100	12	100	94	-1	-1	-64	20078	503816	0x30
