Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/04 20:42:56	 227	0	57	100	55	100	111	-1	-1	-65	19999	454783	0xd2
03/04 20:42:56	 228	0	57	100	55	100	111	-1	-1	-65	19987	454663	0x4f
03/04 20:42:56	 229	0	57	100	55	100	111	-1	-1	-65	20000	454535	0xdc
03/04 20:42:56	 230	0	57	100	55	100	111	-1	-1	-65	20001	454442	0x81
03/04 20:42:56	 231	0	57	100	55	100	111	-1	-1	-65	20005	454445	0x89
03/04 20:42:56	 232	0	57	100	55	100	111	-1	-2	-64	20013	454517	0xda
03/04 20:42:56	 233	8	57	100	54	100	111	-1	-2	-64	20018	454628	0x56
03/04 20:42:56	 234	0	57	100	54	100	111	-1	-2	-64	20014	454820	0x0c
03/04 20:42:56	 235	0	57	100	54	100	111	-1	-2	-64	20023	455056	0x03
03/04 20:42:56	 236	0	57	100	54	100	111	-1	-2	-64	20012	455243	0xb5
03/04 20:42:56	 237	0	57	100	54	100	111	-1	-2	-64	20020	455414	0x69
03/04 20:42:56	 238	0	57	100	54	100	111	-1	-2	-64	20018	455526	0xd9
03/04 20:42:56	 239	0	57	100	54	100	111	-1	-2	-64	20021	455570	0x09
03/04 20:42:56	 240	0	57	100	54	100	111	-1	-2	-64	20023	455560	0x02
03/04 20:42:56	 241	0	57	100	54	100	111	-1	-2	-64	20023	455471	0xaa
03/04 20:42:56	 242	0	57	100	54	100	111	-1	-1	-64	20019	455333	0x1d
03/04 20:42:56	 243	0	57	100	54	100	111	-1	-1	-64	20020	455186	0x8c
03/04 20:42:56	 244	0	57	100	54	100	111	-1	-1	-64	20027	455050	0x0b
03/04 20:42:56	 245	0	57	100	54	100	111	-1	-1	-64	20028	454961	0xb4
03/04 20:42:56	 246	0	57	100	54	100	111	-1	-1	-64	20030	454909	0x82
03/04 20:42:56	 247	0	57	100	54	100	111	-1	-1	-64	20032	454904	0x80
03/04 20:42:56	 248	0	57	100	54	100	111	-1	-1	-64	20034	454940	0xa8
03/04 20:42:56	 249	0	57	100	54	100	111	-1	-1	-64	20029	455036	0x04
03/04 20:42:56	 250	0	57	100	54	100	111	-1	-1	-64	20034	455168	0x8f
03/04 20:42:56	 251	0	57	100	54	100	111	-1	-1	-64	20038	455330	0x36
03/04 20:42:56	 252	0	57	100	54	100	111	0	-1	-64	20047	455524	0x04
03/04 20:42:56	 253	0	57	100	54	100	111	0	-1	-64	20045	455772	0xfc
03/04 20:42:56	 254	0	57	100	54	100	111	0	-1	-64	20039	456016	0xec
03/04 20:42:56	 255	0	57	100	54	100	111	0	-1	-64	20048	456260	0xeb
03/04 20:42:56	 0	0	57	100	54	100	111	0	-1	-64	20046	456553	0x10
03/04 20:42:56	 1	0	57	100	54	100	111	0	-1	-64	20050	456841	0x36
03/04 20:42:56	 2	0	57	100	54	100	111	0	-1	-64	20048	457133	0x5a
03/04 20:42:56	 3	0	57	100	54	100	111	0	-1	-64	20046	457443	0x90
03/04 20:42:56	 4	0	57	100	54	100	111	0	-1	-64	20049	457781	0xe8
03/04 20:42:56	 5	0	57	100	54	100	111	0	-1	-64	20058	458098	0x30
03/04 20:42:56	 6	0	57	100	54	100	111	-1	-1	-64	20063	458404	0x68
03/04 20:42:56	 7	0	57	100	54	100	111	-1	-1	-64	20053	458734	0xaa
03/04 20:42:56	 8	0	57	100	54	100	111	-1	-1	-64	20074	459043	0xf8
03/04 20:42:56	 9	0	57	100	54	100	111	-1	-1	-64	20074	459322	0x11
03/04 20:42:56	 10	0	57	100	54	100	111	-1	-1	-64	20079	459575	0x15
03/04 20:42:56	 11	0	57	100	54	100	111	-1	-1	-64	20086	459868	0x43
03/04 20:42:56	 12	0	57	100	54	100	111	-1	-1	-64	20080	460120	0x3b
03/04 20:42:56	 13	0	57	100	54	100	111	-1	-1	-64	20087	460341	0x21
03/04 20:42:56	 14	0	57	100	54	100	111	-1	-1	-64	20091	460600	0x2a
03/04 20:42:56	 15	0	57	100	54	100	111	-1	-1	-64	20094	460793	0xef
03/04 20:42:56	 16	0	57	100	54	100	111	-1	-1	-64	20089	460989	0xb0
03/04 20:42:56	 17	0	57	100	54	100	111	-1	-1	-64	20107	461236	0xbb
03/04 20:42:56	 18	0	57	100	54	100	111	-1	-1	-64	20105	461435	0x82
03/04 20:42:56	 19	0	57	100	54	100	111	-1	-1	-64	20115	461638	0x59
03/04 20:42:56	 20	0	57	100	54	100	111	-1	-1	-64	20119	461864	0x41
03/04 20:42:56	 21	0	57	100	54	100	111	-1	-1	-64	20126	462089	0x2b
03/04 20:42:56	 22	0	57	100	54	100	111	-1	-1	-64	20123	462300	0xfc
03/04 20:42:56	 23	0	57	100	54	100	111	-1	-1	-64	20135	462523	0xe9
03/04 20:42:56	 24	0	57	100	54	100	111	-1	-1	-64	20132	462786	0xef
03/04 20:42:56	 25	0	57	100	54	100	111	-1	-1	-64	20138	463060	0x09
03/04 20:42:56	 26	0	57	100	54	100	111	-1	-1	-64	20154	463325	0x24
03/04 20:42:56	 27	0	57	100	54	100	111	-1	-1	-64	20150	463607	0x3c
03/04 20:42:56	 28	0	57	100	54	100	111	-1	-1	-64	20160	463905	0x73
03/04 20:42:56	 29	0	57	100	54	100	111	-1	-1	-64	20171	464213	0xb4
03/04 20:42:56	 30	0	57	100	54	100	111	-1	-1	-64	20177	464517	0xec
03/04 20:42:56	 31	0	57	100	54	100	111	-1	-1	-64	20183	464770	0xf1
03/04 20:42:56	 32	0	57	100	54	100	111	-1	-1	-64	20195	465122	0x5f
03/04 20:42:56	 33	0	57	100	54	100	111	-1	-1	-64	20204	465421	0x96
03/04 20:42:56	 34	0	57	100	54	100	111	-1	-1	-64	20207	465709	0xbb
03/04 20:42:56	 35	0	57	100	54	100	111	-1	-1	-64	20220	466055	0x24
03/04 20:42:56	 36	0	57	100	54	100	111	-1	-1	-64	20218	466375	0x64
03/04 20:42:56	 37	0	57	100	54	100	111	-1	-1	-64	20221	466681	0x9b
03/04 20:42:56	 38	0	57	100	54	100	111	-1	-1	-64	20237	466995	0xe9
03/04 20:42:56	 39	0	57	100	54	100	111	-1	-1	-64	20248	467281	0x14
03/04 20:42:56	 40	0	57	100	54	100	111	-1	-1	-64	20244	467604	0x55
03/04 20:42:56	 41	0	57	100	54	100	111	-1	-1	-64	20267	467893	0x8f
03/04 20:42:56	 42	0	57	100	54	100	111	-1	-1	-64	20259	468194	0xb6
03/04 20:42:56	 43	0	57	100	54	100	111	-1	-1	-64	20261	468528	0x09
03/04 20:42:56	 44	0	57	100	54	100	111	-1	-1	-64	20275	468897	0x8a
03/04 20:42:56	 45	0	57	100	54	100	111	-1	-1	-64	20265	469200	0xb1
03/04 20:42:56	 46	0	57	100	54	100	111	-1	-1	-64	20269	469536	0x08
03/04 20:42:56	 47	0	57	100	54	100	111	-1	-1	-64	20274	469890	0x71
03/04 20:42:56	 48	0	57	100	54	100	111	-1	-1	-64	20281	470249	0xe1
03/04 20:42:56	 49	0	57	100	54	100	111	-1	-1	-64	20283	470608	0x4d
03/04 20:42:56	 50	0	57	100	54	100	111	-1	-1	-64	20294	470958	0xb8
03/04 20:42:56	 51	0	57	100	54	100	111	-1	-1	-64	20298	471283	0x03
03/04 20:42:56	 52	0	57	100	54	100	111	-1	-1	-64	20305	471548	0x15
03/04 20:42:56	 53	0	57	100	54	100	111	-1	-1	-64	20309	471525	0x03
