Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/05 10:24:14	 146	0	65	99	23	99	88	-1	-1	-64	20051	418289	0x68
03/05 10:24:14	 147	0	65	99	23	99	88	-1	-2	-64	20057	418410	0xe8
03/05 10:24:14	 148	0	65	99	23	99	88	-1	-2	-64	20053	418553	0x74
03/05 10:24:14	 149	0	65	99	23	99	88	-1	-2	-64	20049	418699	0x04
03/05 10:24:14	 150	0	65	99	23	99	88	-1	-2	-64	20052	418839	0x95
03/05 10:24:14	 151	0	65	99	23	99	88	-1	-2	-64	20040	418960	0x03
03/05 10:24:14	 152	0	65	99	23	99	88	-1	-2	-64	20043	419108	0x9c
03/05 10:24:14	 153	0	65	99	23	99	88	-1	-2	-64	20042	419232	0x18
03/05 10:24:14	 154	0	65	99	23	99	88	-1	-2	-64	20036	419370	0x9e
03/05 10:24:14	 155	0	65	99	23	99	88	-1	-2	-64	20032	419546	0x4b
03/05 10:24:14	 156	0	65	99	23	99	88	-1	-2	-64	20042	419658	0xc7
03/05 10:24:14	 157	0	65	99	23	99	88	-1	-1	-64	20030	419794	0x45
03/05 10:24:14	 158	0	65	99	23	99	88	-1	-1	-64	20024	419953	0xe0
03/05 10:24:14	 159	0	65	99	23	99	88	-1	-1	-64	20024	420095	0x6f
03/05 10:24:14	 160	0	65	99	23	99	88	-1	-1	-64	20029	420245	0x0c
03/05 10:24:14	 161	0	65	99	23	99	88	-1	-1	-64	20031	420415	0xba
03/05 10:24:14	 162	0	65	99	23	99	88	-1	-1	-64	20028	420559	0x48
03/05 10:24:14	 163	0	65	99	23	99	88	-1	-1	-64	20021	420684	0xc0
03/05 10:24:14	 164	0	65	99	23	99	88	-1	-1	-64	20020	420844	0x60
03/05 10:24:14	 165	0	65	99	23	99	88	-1	-1	-64	20023	421010	0x0b
03/05 10:24:14	 166	0	65	99	23	99	88	-1	-1	-64	20016	421154	0x96
03/05 10:24:14	 167	0	65	99	23	99	88	-1	-1	-65	20013	421304	0x29
03/05 10:24:14	 168	0	65	99	23	99	88	-1	-1	-65	20013	421475	0xd6
03/05 10:24:14	 169	0	65	99	23	99	88	-1	-1	-65	20009	421621	0x65
03/05 10:24:14	 170	0	65	99	23	99	88	-1	-1	-65	20009	421782	0x08
03/05 10:24:14	 171	0	65	99	23	99	88	-1	-1	-65	20007	421943	0xa9
03/05 10:24:14	 172	0	65	99	23	99	88	-1	-1	-65	20010	422081	0x37
03/05 10:24:14	 173	0	65	99	23	99	88	-1	-1	-65	20012	422184	0xa2
03/05 10:24:14	 174	0	65	99	23	99	88	-1	-1	-65	20012	422284	0x07
03/05 10:24:14	 175	0	65	99	23	99	88	-1	-1	-65	20008	422268	0xf4
03/05 10:24:14	 176	0	65	99	23	99	88	-1	-1	-65	20018	422062	0x30
03/05 10:24:14	 177	0	65	99	23	99	88	-1	-2	-64	20022	421689	0xbf
03/05 10:24:14	 178	0	65	99	23	99	88	-1	-2	-64	20021	421074	0x55
03/05 10:24:14	 179	0	65	99	23	99	88	-1	-2	-64	20027	420230	0x0d
03/05 10:24:14	 180	0	65	99	23	99	88	-1	-2	-64	20022	419243	0x2a
