Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/04 08:59:08	 170	0	61	99	103	99	92	-1	-2	-64	20032	518156	0x5f
03/04 08:59:08	 171	0	61	99	103	99	92	-1	-2	-64	20030	519007	0xb4
03/04 08:59:08	 172	0	61	99	103	99	92	-1	-2	-64	20025	519837	0xf1
03/04 08:59:08	 173	0	61	99	103	99	92	-1	-2	-64	20030	520600	0xf5
03/04 08:59:08	 174	0	61	99	103	99	92	-1	-2	-64	20028	521354	0xe9
03/04 08:59:08	 175	0	61	99	103	99	92	0	-1	-65	20022	522085	0xc3
03/04 08:59:08	 176	0	61	99	103	99	92	0	-1	-65	20026	522792	0x8e
03/04 08:59:08	 177	0	61	99	103	99	92	0	-1	-65	20017	523507	0x53
03/04 08:59:08	 178	0	61	99	103	99	92	0	-1	-65	20017	524168	0xec
03/04 08:59:08	 179	0	61	99	103	99	92	0	-1	-65	20015	524832	0x87
03/04 08:59:08	 180	0	61	99	103	99	92	0	-1	-65	20005	525499	0x1b
03/04 08:59:08	 181	0	61	99	103	99	92	0	-1	-65	19999	526148	0xa2
03/04 08:59:08	 182	0	61	99	103	99	92	0	-1	-65	19996	526788	0x22
03/04 08:59:08	 183	0	61	99	103	99	92	0	-1	-65	19982	527464	0xbc
03/04 08:59:08	 184	0	61	99	103	99	92	0	-1	-65	19971	528086	0x22
03/04 08:59:08	 185	0	61	99	103	99	92	0	-1	-64	19973	528722	0xa5
03/04 08:59:08	 186	0	61	99	103	99	92	0	-1	-64	19965	529398	0x43
03/04 08:59:08	 187	0	61	99	103	99	92	0	-1	-64	19953	530069	0xda
03/04 08:59:08	 188	0	61	99	103	99	92	0	-1	-64	19952	530741	0x7d
03/04 08:59:08	 189	0	61	99	103	99	92	0	-1	-64	19945	531429	0x29
03/04 08:59:08	 190	0	61	99	103	99	92	0	-1	-64	19931	532138	0xe4
03/04 08:59:08	 191	0	61	99	103	99	92	0	-1	-64	19929	532846	0xaa
03/04 08:59:08	 192	0	61	99	103	99	92	0	-1	-64	19918	533578	0x7f
03/04 08:59:08	 193	0	61	99	103	99	92	0	-1	-64	19903	534334	0x68
03/04 08:59:08	 194	0	61	99	103	99	92	0	-1	-64	19904	535089	0x60
03/04 08:59:08	 195	0	61	99	103	99	92	0	-2	-64	19893	535877	0x6c
