Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/02 11:40:58	 29	0	57	99	24	99	103	-2	4	-64	19963	350715	0xa7
03/02 11:40:58	 30	0	57	99	24	99	103	-2	4	-64	19964	350840	0x27
03/02 11:40:58	 31	0	57	99	24	99	103	-2	4	-64	19970	350957	0xa4
03/02 11:40:58	 32	0	57	99	24	99	103	-2	4	-64	19966	351072	0x14
03/02 11:40:58	 33	0	57	99	24	99	103	-2	4	-64	19968	351190	0x8e
03/02 11:40:58	 34	0	57	99	24	99	103	-2	4	-64	19969	351294	0xf9
03/02 11:40:58	 35	0	57	99	24	99	103	-2	4	-64	19967	351397	0x5e
03/02 11:40:58	 36	0	57	99	24	99	103	-2	4	-64	19967	351496	0xc3
03/02 11:40:58	 37	0	57	99	24	99	103	-2	3	-64	19971	351592	0x28
03/02 11:40:58	 38	0	57	99	24	99	103	-2	3	-64	19966	351685	0x80
03/02 11:40:58	 39	0	57	99	24	99	103	-2	3	-64	19963	351748	0xbe
03/02 11:40:58	 40	0	57	99	24	99	103	-2	3	-64	19971	351827	0x17
03/02 11:40:58	 41	0	57	99	24	99	103	-2	3	-64	19969	351923	0x76
03/02 11:40:59	 42	0	57	99	24	99	103	-2	3	-64	19968	352005	0xc9
03/02 11:40:59	 43	0	57	99	24	99	103	-2	3	-64	19976	352089	0x26
03/02 11:40:59	 44	0	57	99	24	99	103	-2	3	-64	19962	352172	0x6b
03/02 11:40:59	 45	0	57	99	24	99	103	-2	3	-64	19970	352268	0xd6
03/02 11:40:59	 46	0	57	99	24	99	103	-2	3	-64	19965	352357	0x2a
03/02 11:40:59	 47	0	57	99	24	99	103	-2	3	-64	19962	352426	0x6d
03/02 11:40:59	 48	0	57	99	24	99	103	-2	3	-64	19969	352505	0xc5
03/02 11:40:59	 49	0	57	99	24	99	103	-2	3	-64	19969	352608	0x2e
03/02 11:40:59	 50	0	57	99	24	99	103	-2	3	-64	19972	352690	0x84
03/02 11:40:59	 51	0	57	99	24	99	103	-2	3	-64	19976	352782	0xe6
03/02 11:40:59	 52	0	57	99	24	99	103	-2	3	-64	19970	352897	0x54
03/02 11:40:59	 53	0	57	99	24	99	103	-2	3	-64	19977	352998	0xc1
03/02 11:40:59	 54	0	57	99	24	99	103	-2	3	-64	19980	353099	0x2b
03/02 11:40:59	 55	0	57	99	24	99	103	-2	3	-64	19979	353184	0x80
03/02 11:40:59	 56	0	57	99	24	99	103	-2	3	-64	19977	353277	0xdc
03/02 11:40:59	 57	0	57	99	24	99	103	-1	3	-65	19981	353406	0x63
03/02 11:40:59	 58	0	57	99	24	99	103	-1	3	-65	19989	353508	0xd2
03/02 11:40:59	 59	0	57	99	24	99	103	-1	3	-65	19979	353610	0x30
