Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/07 10:29:24	 106	0	62	99	48	99	96	-1	-1	-64	20090	558112	0xd9
03/07 10:29:24	 107	0	62	99	48	99	96	-1	-1	-64	20085	558371	0xd9
03/07 10:29:24	 108	0	62	99	48	99	96	-1	-1	-64	20085	558708	0x2c
03/07 10:29:24	 109	0	62	99	48	99	96	-1	-1	-64	20080	559059	0x88
03/07 10:29:24	 110	0	62	99	48	99	96	-1	-1	-64	20089	559441	0x12
03/07 10:29:24	 111	0	62	99	48	99	96	-1	-1	-64	20078	559802	0x72
03/07 10:29:24	 112	0	62	99	48	99	96	-1	-1	-65	20083	560219	0x1a
03/07 10:29:24	 113	0	62	99	48	99	96	-1	-1	-65	20078	560609	0x9d
03/07 10:29:24	 114	0	62	99	48	99	96	-1	-1	-65	20088	561027	0x4c
03/07 10:29:24	 115	0	62	99	48	99	96	-1	-1	-65	20072	561398	0xb1
03/07 10:29:24	 116	0	62	99	48	99	96	-1	-1	-65	20088	561803	0x59
03/07 10:29:24	 117	0	62	99	48	99	96	-1	-1	-65	20078	562148	0xaa
03/07 10:29:24	 118	0	62	99	48	99	96	-1	-1	-65	20088	562571	0x5e
03/07 10:29:24	 119	0	62	99	48	99	96	-1	-1	-65	20084	562884	0x95
03/07 10:29:24	 120	0	62	99	48	99	96	-1	-1	-65	20085	563259	0x10
03/07 10:29:24	 121	0	62	99	48	99	96	-1	-1	-65	20075	563559	0x34
03/07 10:29:24	 122	0	62	99	48	99	96	-1	-1	-64	20078	563899	0x8e
03/07 10:29:24	 123	0	62	99	48	99	96	-1	-1	-64	20068	564222	0xc9
03/07 10:29:24	 124	0	62	99	48	99	96	-1	-1	-64	20075	564545	0x16
03/07 10:29:24	 125	0	62	99	48	99	96	-1	-1	-64	20075	564833	0x38
03/07 10:29:24	 126	0	62	99	48	99	96	-1	-1	-64	20076	565113	0x53
03/07 10:29:24	 127	0	62	99	48	99	96	-1	-1	-64	20074	565383	0x61
03/07 10:29:24	 128	0	62	99	48	99	96	-1	-1	-64	20080	565682	0x94
03/07 10:29:24	 129	0	62	99	48	99	96	-1	-1	-64	20079	565936	0x93
03/07 10:29:24	 130	0	62	99	48	99	96	-1	-1	-64	20081	566236	0xc3
03/07 10:29:24	 131	0	62	99	48	99	96	-1	-1	-64	20073	566534	0xe8
03/07 10:29:24	 132	0	62	99	48	99	96	-1	-1	-64	20072	566835	0x16
03/07 10:29:24	 133	0	62	99	48	99	96	-1	-1	-64	20075	567145	0x51
03/07 10:29:24	 134	0	62	99	48	99	96	-1	-1	-64	20073	567444	0x7c
03/07 10:29:24	 135	0	62	99	48	99	96	-1	-1	-64	20063	567824	0xf1
03/07 10:29:24	 136	0	62	99	48	99	96	-1	-1	-64	20072	568142	0x3a
03/07 10:29:24	 137	0	62	99	48	99	96	-1	-1	-64	20067	568487	0x90
03/07 10:29:24	 138	0	62	99	48	99	96	-1	-1	-64	20063	568869	0x0d
03/07 10:29:24	 139	0	62	99	48	99	96	-1	-1	-64	20065	569242	0x86
03/07 10:29:24	 140	0	62	99	48	99	96	-1	-1	-64	20067	569586	0xe2
03/07 10:29:24	 141	0	62	99	48	99	96	-1	-1	-64	20053	570015	0x84
03/07 10:29:24	 142	0	62	99	48	99	96	-1	-1	-64	20047	570417	0x13
03/07 10:29:24	 143	0	62	99	48	99	96	-1	-1	-64	20041	570826	0xa8
03/07 10:29:24	 144	0	62	99	48	99	96	-1	-1	-64	20036	571254	0x52
03/07 10:29:24	 145	0	62	99	48	99	96	-1	-1	-64	20021	571706	0x0a
03/07 10:29:24	 146	0	62	99	48	99	96	-1	-1	-64	20021	572130	0xb4
03/07 10:29:24	 147	0	62	99	48	99	96	-1	-1	-64	20015	572524	0x3b
03/07 10:29:24	 148	0	62	99	48	99	96	-1	-1	-64	20015	572990	0x10
03/07 10:29:24	 149	0	62	99	48	99	96	-1	-1	-64	20004	573410	0xab
03/07 10:29:24	 150	0	62	99	48	99	96	-1	-1	-64	20000	573840	0x58
03/07 10:29:24	 151	0	62	99	48	99	96	-1	-1	-64	19993	574252	0xf0
03/07 10:29:24	 152	0	62	99	48	99	96	-1	-1	-64	19992	574684	0xa1
03/07 10:29:24	 153	0	62	99	48	99	96	-1	-1	-64	19981	575096	0x35
03/07 10:29:24	 154	0	62	99	48	99	96	-1	-1	-64	19984	575549	0x00
03/07 10:29:24	 155	0	62	99	48	99	96	-1	-1	-64	19976	575954	0x8f
03/07 10:29:24	 156	0	62	99	48	99	96	-1	-1	-64	19976	576407	0x57
03/07 10:29:24	 157	0	62	99	48	99	96	-1	-1	-64	19980	576824	0xff
03/07 10:29:24	 158	0	62	99	48	99	96	-1	-1	-64	19977	577309	0xe4
03/07 10:29:24	 159	0	62	99	48	99	96	-1	-1	-64	19967	577702	0x64
03/07 10:29:24	 160	0	62	99	48	99	96	-1	-1	-64	19973	578142	0x26
03/07 10:29:24	 161	0	62	99	48	99	96	-1	-1	-64	19973	578529	0xab
03/07 10:29:24	 162	0	62	99	48	99	96	0	-1	-65	19962	578970	0x5b
03/07 10:29:24	 163	0	62	99	48	99	96	0	-1	-65	19959	579336	0xc9
03/07 10:29:24	 164	0	62	99	48	99	96	0	-1	-65	19961	579730	0x57
03/07 10:29:24	 165	0	62	99	48	99	96	0	-1	-65	19949	580113	0xcd
03/07 10:29:24	 166	0	62	99	48	99	96	0	-1	-65	19945	580502	0x50
03/07 10:29:24	 167	0	62	99	48	99	96	0	-1	-65	19936	580853	0xa8
