Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/05 10:31:09	 99	0	69	100	38	100	78	-6	0	-64	19967	473088	0xd2
03/05 10:31:09	 100	0	69	100	38	100	78	-6	0	-64	19960	473345	0xce
03/05 10:31:09	 101	0	69	100	38	100	78	-6	0	-64	19960	473569	0xaf
03/05 10:31:09	 102	0	69	100	38	100	78	-6	0	-64	19957	473771	0x78
03/05 10:31:09	 103	0	69	100	38	100	78	-6	0	-64	19950	473986	0x4a
03/05 10:31:09	 104	0	69	100	38	100	78	-6	0	-64	19945	474208	0x25
03/05 10:31:09	 105	0	69	100	38	100	78	-5	-1	-64	19947	474375	0xd0
03/05 10:31:09	 106	0	69	100	38	100	78	-5	-1	-64	19941	474534	0x6a
03/05 10:31:09	 107	0	69	100	38	100	78	-5	-1	-64	19928	474717	0x16
03/05 10:31:09	 108	0	69	100	38	100	78	-5	-1	-64	19937	474865	0xb4
03/05 10:31:09	 109	0	69	100	38	100	78	-5	-1	-64	19936	475051	0x6f
03/05 10:31:09	 110	0	69	100	38	100	78	-5	-1	-64	19916	475232	0x12
03/05 10:31:09	 111	0	69	100	38	100	78	-5	-1	-64	19935	475452	0x03
03/05 10:31:09	 112	0	69	100	38	100	78	-5	-1	-64	19928	475715	0x05
03/05 10:31:09	 113	0	69	100	38	100	78	-5	-1	-64	19930	475978	0x10
03/05 10:31:09	 114	0	69	100	38	100	78	-5	-1	-64	19935	476239	0x1c
03/05 10:31:09	 115	0	69	100	38	100	78	-6	-1	-64	19930	476536	0x41
03/05 10:31:09	 116	0	69	100	38	100	78	-6	-1	-64	19925	476818	0x58
03/05 10:31:09	 117	0	69	100	38	100	78	-6	-1	-64	19936	477039	0x42
03/05 10:31:09	 118	0	69	100	38	100	78	-6	-1	-64	19933	477191	0xd9
03/05 10:31:09	 119	0	69	100	38	100	78	-6	-1	-64	19923	477115	0x83
03/05 10:31:09	 120	0	69	100	38	100	78	-6	-1	-64	19938	476656	0xc6
03/05 10:31:09	 121	0	69	100	38	100	78	-6	-1	-64	19941	475750	0x3d
03/05 10:31:10	 122	0	69	100	38	100	78	-6	-1	-64	19918	474294	0x71
03/05 10:31:10	 123	0	69	100	38	100	78	-6	-1	-64	19937	472280	0x9f
03/05 10:31:10	 124	0	69	100	38	100	78	-6	-1	-64	19930	469922	0x5a
03/05 10:31:10	 125	0	69	100	38	100	78	-6	-1	-64	19924	467516	0xe6
03/05 10:31:10	 126	0	69	100	38	100	78	-6	-1	-64	19930	465367	0x7f
03/05 10:31:10	 127	0	69	100	38	100	78	-6	-1	-64	19934	463567	0x75
03/05 10:31:10	 128	0	69	100	38	100	78	-6	-1	-64	19917	462140	0xcd
03/05 10:31:10	 129	0	69	100	38	100	78	-6	-1	-64	19934	461081	0xb8
03/05 10:31:10	 130	0	69	100	38	100	78	-6	-1	-64	19929	460386	0xfa
03/05 10:31:10	 131	0	69	100	38	100	78	-6	-1	-64	19920	460011	0x79
03/05 10:31:10	 132	0	69	100	38	100	78	-6	-1	-64	19935	459887	0x0d
03/05 10:31:10	 133	0	69	100	38	100	78	-6	-1	-64	19923	459979	0x5e
03/05 10:31:10	 134	0	69	100	38	100	78	-6	-1	-64	19922	460188	0x30
03/05 10:31:10	 135	0	69	100	38	100	78	-6	-1	-64	19923	460486	0x5d
03/05 10:31:10	 136	0	69	100	38	100	78	-6	-1	-64	19915	460870	0xd8
03/05 10:31:10	 137	0	69	100	38	100	78	-6	-1	-64	19922	461269	0x70
03/05 10:31:10	 138	0	69	100	38	100	78	-6	-1	-64	19919	461669	0x00
03/05 10:31:10	 139	0	69	100	38	100	78	-6	-1	-64	19919	462081	0x9f
03/05 10:31:10	 140	0	69	100	38	100	78	-6	-1	-64	19913	462462	0x18
03/05 10:31:10	 141	0	69	100	38	100	78	-6	-1	-64	19926	462837	0x9e
03/05 10:31:10	 142	0	69	100	38	100	78	-6	-1	-64	19916	463206	0x08
03/05 10:31:10	 143	0	69	100	38	100	78	-6	-1	-64	19918	463568	0x76
03/05 10:31:10	 144	0	69	100	38	100	78	-6	-1	-64	19924	463938	0xf1
03/05 10:31:10	 145	8	69	100	38	100	82	-6	0	-64	19914	464353	0x95
03/05 10:31:10	 146	0	69	100	38	100	82	-6	0	-64	19919	464767	0x33
03/05 10:31:10	 147	0	69	100	38	100	82	-6	0	-64	19915	465080	0x6a
03/05 10:31:10	 148	0	69	100	38	100	82	-6	0	-64	19912	465352	0x79
03/05 10:31:10	 149	0	69	100	38	100	82	-6	0	-64	19904	465498	0x05
03/05 10:31:10	 150	0	69	100	38	100	82	-6	0	-64	19904	465469	0xe9
03/05 10:31:10	 151	0	69	100	38	100	82	-6	0	-64	19892	465316	0x44
03/05 10:31:10	 152	0	69	100	38	100	82	-6	0	-64	19889	465023	0x1c
03/05 10:31:10	 153	0	69	100	38	100	82	-6	0	-64	19895	464625	0x93
03/05 10:31:10	 154	0	69	100	38	100	82	-6	0	-64	19898	464180	0xd9
03/05 10:31:10	 155	0	69	100	38	100	82	-6	-1	-64	19887	463769	0x31
03/05 10:31:10	 156	0	69	100	38	100	82	-6	-1	-64	19903	463379	0xbb
03/05 10:31:10	 157	0	69	100	38	100	82	-6	-1	-64	19903	463064	0x7f
03/05 10:31:10	 158	0	69	100	38	100	82	-6	-1	-64	19896	462901	0xd6
03/05 10:31:10	 159	0	69	100	38	100	82	-6	-1	-64	19901	462821	0x8b
03/05 10:31:10	 160	0	69	100	38	100	82	-6	-1	-64	19896	462881	0xc4
03/05 10:31:10	 161	0	69	100	38	100	82	-6	-1	-64	19904	463024	0x5c
