Time	 pkgIndex	 Status	 PR	 SPO2	 Signal	 SPO2_Real	 rrInterval	 Axis_X	 Axis_Y	 Axis_Z	 Resp_Sample	 IIr_Sample	 checkSum
03/04 09:55:32	 151	0	74	100	63	100	83	0	-1	-65	19999	446336	0x64
03/04 09:55:32	 152	0	74	100	63	100	83	0	-1	-65	20008	446950	0xd6
03/04 09:55:32	 153	0	74	100	63	100	83	0	-1	-65	20011	447573	0x4c
03/04 09:55:32	 154	0	74	100	63	100	83	0	-1	-65	20003	448149	0x87
03/04 09:55:32	 155	0	74	100	63	100	83	0	-1	-65	20013	448694	0xb5
03/04 09:55:32	 156	0	74	100	63	100	83	0	-1	-65	20011	449229	0xcd
03/04 09:55:32	 157	0	74	100	63	100	83	0	-1	-65	20010	449700	0xa6
03/04 09:55:32	 158	0	74	100	63	100	83	1	-1	-64	20018	450166	0x85
03/04 09:55:32	 159	0	74	100	63	100	83	1	-1	-64	20009	450636	0x55
03/04 09:55:32	 160	0	74	100	63	100	83	1	-1	-64	20013	451004	0xcb
03/04 09:55:32	 161	0	74	100	63	100	83	1	-1	-64	20016	451400	0x5d
03/04 09:55:32	 162	0	74	100	63	100	83	1	-1	-64	20016	451753	0xc0
03/04 09:55:32	 163	0	74	100	63	100	83	1	-1	-64	20015	452056	0xf0
03/04 09:55:32	 164	0	74	100	63	100	83	1	-1	-64	20017	452402	0x4f
03/04 09:55:32	 165	0	74	100	63	100	83	1	-1	-64	20016	452767	0xbd
03/04 09:55:32	 166	0	74	100	63	100	83	1	-1	-64	20013	453156	0x42
03/04 09:55:32	 167	0	74	100	63	100	83	1	-1	-64	20024	453586	0xfd
03/04 09:55:32	 168	0	74	100	63	100	83	1	-1	-64	20026	454059	0xdb
03/04 09:55:32	 169	0	74	100	63	100	83	1	-1	-64	20028	454586	0xef
03/04 09:55:32	 170	0	74	100	63	100	83	1	-1	-64	20032	455120	0x0c
03/04 09:55:32	 171	0	74	100	63	100	83	1	-1	-64	20034	455709	0x5f
03/04 09:55:32	 172	0	74	100	63	100	83	1	-1	-64	20028	456275	0x92
03/04 09:55:32	 173	0	74	100	63	100	83	1	-1	-64	20031	456833	0xc6
03/04 09:55:32	 174	0	74	100	63	100	83	1	-1	-64	20031	457398	0xfe
03/04 09:55:32	 175	0	74	100	63	100	83	1	-1	-64	20032	457815	0xa3
03/04 09:55:32	 176	0	74	100	63	100	83	1	-1	-64	20028	457980	0x45
03/04 09:55:32	 177	0	74	100	63	100	83	1	-1	-64	20030	457728	0x4c
03/04 09:55:32	 178	0	74	100	63	100	83	1	-1	-64	20036	456837	0xd4
03/04 09:55:32	 179	0	74	100	63	100	83	1	-1	-64	20045	455204	0x77
03/04 09:55:32	 180	0	74	100	63	100	83	1	-1	-64	20039	452850	0x36
03/04 09:55:32	 181	0	74	100	63	100	83	1	-1	-64	20044	449944	0xd7
03/04 09:55:32	 182	0	74	100	63	100	83	1	-1	-64	20045	446790	0x7b
03/04 09:55:32	 183	0	74	100	63	100	83	1	-1	-64	20044	443766	0x9f
03/04 09:55:32	 184	0	74	100	63	100	83	1	-1	-64	20050	441120	0x46
03/04 09:55:32	 185	0	74	100	63	100	83	1	-1	-64	20052	438924	0xac
03/04 09:55:32	 186	0	74	100	63	100	83	1	-1	-64	20060	437176	0xda
03/04 09:55:32	 187	0	74	100	63	100	83	1	-1	-64	20066	435884	0xd0
03/04 09:55:32	 188	0	74	100	63	100	83	1	-1	-64	20067	434972	0x3f
03/04 09:55:32	 189	0	74	100	63	100	83	1	-1	-64	20066	434445	0x2e
03/04 09:55:32	 190	0	74	100	63	100	83	1	-1	-64	20074	434291	0x9c
03/04 09:55:32	 191	0	74	100	63	100	83	1	-1	-64	20069	434362	0xdf
03/04 09:55:32	 192	0	74	100	63	100	83	1	-1	-64	20074	434690	0x2f
03/04 09:55:32	 193	0	74	100	63	100	83	1	-1	-64	20081	435184	0x26
03/04 09:55:32	 194	0	74	100	63	100	83	1	-1	-64	20073	435686	0x17
03/04 09:55:32	 195	0	74	100	63	100	83	1	-1	-64	20078	436268	0x66
03/04 09:55:32	 196	0	74	100	63	100	83	1	-1	-64	20079	436813	0x8b
03/04 09:55:32	 197	0	74	100	63	100	83	1	-1	-64	20080	437381	0xc7
03/04 09:55:32	 198	0	74	100	63	100	83	1	-1	-64	20082	437966	0x15
03/04 09:55:32	 199	0	74	100	63	100	83	1	-1	-64	20089	438586	0x8c
03/04 09:55:32	 200	0	74	100	63	100	83	1	-1	-64	20080	439221	0x01
03/04 09:55:32	 201	0	74	100	63	100	83	1	-1	-64	20087	439905	0xb8
03/04 09:55:32	 202	0	74	100	63	100	83	1	-1	-64	20092	440674	0xc2
03/04 09:55:32	 203	8	74	100	63	100	79	1	-1	-64	20095	441356	0x77
03/04 09:55:32	 204	0	74	100	63	100	79	1	-1	-64	20089	441941	0xb5
03/04 09:55:33	 205	0	74	100	63	100	79	1	-1	-64	20102	442450	0xc2
03/04 09:55:33	 206	0	74	100	63	100	79	1	-1	-64	20098	442723	0xd1
03/04 09:55:33	 207	0	74	100	63	100	79	1	-1	-64	20098	442756	0xf3
03/04 09:55:33	 208	0	74	100	63	100	79	0	-1	-64	20108	442654	0x97
03/04 09:55:33	 209	0	74	100	63	100	79	0	-1	-64	20102	442349	0x5f
03/04 09:55:33	 210	0	74	100	63	100	79	0	-1	-64	20102	441880	0x8a
03/04 09:55:33	 211	0	74	100	63	100	79	0	-1	-64	20105	441380	0x98
03/04 09:55:33	 212	0	74	100	63	100	79	0	-1	-64	20104	440892	0xae
03/04 09:55:33	 213	0	74	100	63	100	79	0	-1	-64	20096	440463	0xf8
03/04 09:55:33	 214	0	74	100	63	100	79	0	-1	-64	20106	440145	0xc4
03/04 09:55:33	 215	0	74	100	63	100	79	0	-1	-64	20112	439924	0xed
03/04 09:55:33	 216	0	74	100	63	100	79	0	-1	-64	20108	439908	0xda
03/04 09:55:33	 217	0	74	100	63	100	79	0	-1	-64	20116	440025	0x58
03/04 09:55:33	 218	0	74	100	63	100	79	1	-1	-65	20116	440198	0x07
03/04 09:55:33	 219	0	74	100	63	100	79	1	-1	-65	20115	440621	0xb0
03/04 09:55:33	 220	0	74	100	63	100	79	1	-1	-65	20127	441106	0xa4
03/04 09:55:33	 221	0	74	100	63	100	79	1	-1	-65	20123	441656	0xc9
03/04 09:55:33	 222	0	74	100	63	100	79	1	-1	-65	20129	442356	0x8e
03/04 09:55:33	 223	0	74	100	63	100	79	1	-1	-65	20138	443095	0x7e
03/04 09:55:33	 224	0	74	100	63	100	79	1	-1	-65	20135	443847	0x6f
03/04 09:55:33	 225	0	74	100	63	100	79	1	-1	-65	20134	444638	0x89
03/04 09:55:33	 226	0	74	100	63	100	79	1	-1	-65	20150	445419	0xaa
03/04 09:55:33	 227	0	74	100	63	100	79	1	-1	-65	20143	446165	0x91
03/04 09:55:33	 228	0	74	100	63	100	79	0	-2	-64	20148	446901	0x79
03/04 09:55:33	 229	0	74	100	63	100	79	0	-2	-64	20155	447609	0x48
03/04 09:55:33	 230	0	74	100	63	100	79	0	-2	-64	20156	448259	0xd7
03/04 09:55:33	 231	0	74	100	63	100	79	0	-2	-64	20157	448867	0x3b
03/04 09:55:33	 232	0	74	100	63	100	79	0	-2	-64	20167	449465	0x9e
03/04 09:55:33	 233	0	74	100	63	100	79	0	-2	-64	20177	449995	0xbd
03/04 09:55:33	 234	0	74	100	63	100	79	0	-2	-64	20173	450463	0x90
03/04 09:55:33	 235	0	74	100	63	100	79	0	-2	-64	20181	450909	0x59
03/04 09:55:33	 236	0	74	100	63	100	79	0	-2	-64	20180	451305	0xe6
03/04 09:55:33	 237	0	74	100	63	100	79	0	-2	-64	20188	451686	0x6e
03/04 09:55:33	 238	0	74	100	63	100	79	0	-1	-64	20200	452024	0xcf
03/04 09:55:33	 239	0	74	100	63	100	79	0	-1	-64	20198	452315	0xf2
03/04 09:55:33	 240	0	74	100	63	100	79	0	-1	-64	20207	452663	0x5a
03/04 09:55:33	 241	0	74	100	63	100	79	0	-1	-64	20216	453029	0xd3
03/04 09:55:33	 242	0	74	100	63	100	79	0	-1	-64	20216	453379	0x34
03/04 09:55:33	 243	0	74	100	63	100	79	0	-1	-64	20221	453831	0xff
03/04 09:55:33	 244	0	74	100	63	100	79	0	-1	-64	20224	454319	0xee
03/04 09:55:33	 245	0	74	100	63	100	79	0	-1	-64	20221	454775	0xb5
03/04 09:55:33	 246	0	74	100	63	100	79	0	-1	-64	20221	455291	0xbc
03/04 09:55:33	 247	0	74	100	63	100	79	0	-1	-64	20236	455792	0xc4
03/04 09:55:33	 248	0	74	100	63	100	79	0	-1	-64	20232	456218	0x6d
03/04 09:55:33	 249	0	74	100	63	100	79	0	-1	-64	20228	456516	0x95
03/04 09:55:33	 250	0	74	100	63	100	79	0	-1	-64	20239	456590	0xeb
03/04 09:55:33	 251	0	74	100	63	100	79	0	-1	-64	20233	456334	0xe5
03/04 09:55:33	 252	0	74	100	63	100	79	0	-1	-64	20241	455470	0x8b
03/04 09:55:33	 253	0	74	100	63	100	79	0	-1	-64	20240	454024	0xdf
03/04 09:55:33	 254	0	74	100	63	100	79	0	-1	-64	20250	451893	0x8f
03/04 09:55:33	 255	0	74	100	63	100	79	0	-1	-64	20251	449149	0xce
03/04 09:55:33	 0	0	74	100	63	100	79	0	-1	-64	20248	446178	0x25
03/04 09:55:33	 1	0	74	100	63	100	79	0	-1	-64	20250	443270	0xc1
03/04 09:55:33	 2	0	74	100	63	100	79	1	-1	-64	20250	440640	0x73
03/04 09:55:33	 3	0	74	100	63	100	79	1	-1	-64	20240	438394	0x9b
03/04 09:55:33	 4	0	74	100	63	100	79	1	-1	-64	20255	436574	0x88
03/04 09:55:33	 5	0	74	100	63	100	79	1	-1	-64	20249	435161	0xf8
03/04 09:55:33	 6	0	74	100	63	100	79	1	-1	-64	20247	434121	0xe3
03/04 09:55:33	 7	0	74	100	63	100	79	1	-1	-64	20244	433460	0x4a
03/04 09:55:33	 8	0	74	100	63	100	79	1	-1	-64	20247	433136	0x08
03/04 09:55:33	 9	0	74	100	63	100	79	1	-1	-64	20253	433034	0xa9
03/04 09:55:33	 10	0	74	100	63	100	79	1	-1	-64	20248	433176	0x34
03/04 09:55:33	 11	0	74	100	63	100	79	1	-1	-64	20248	433462	0x54
03/04 09:55:33	 12	0	74	100	63	100	79	1	-2	-64	20247	433843	0xd1
03/04 09:55:33	 13	0	74	100	63	100	79	1	-2	-64	20247	434364	0xdd
03/04 09:55:33	 14	0	74	100	63	100	79	1	-2	-64	20247	434816	0xa4
03/04 09:55:33	 15	0	74	100	63	100	79	1	-2	-64	20248	435308	0x94
03/04 09:55:33	 16	0	74	100	63	100	79	1	-2	-64	20246	435860	0xbd
03/04 09:55:33	 17	0	74	100	63	100	79	1	-2	-64	20252	436353	0xb3
03/04 09:55:33	 18	0	74	100	63	100	79	1	-2	-64	20249	436903	0xd9
03/04 09:55:33	 19	0	74	100	63	100	79	1	-2	-64	20237	437544	0x52
03/04 09:55:33	 20	0	74	100	63	100	79	1	-2	-64	20243	438198	0xe9
03/04 09:55:33	 21	0	74	100	63	100	79	1	-2	-64	20246	438871	0x91
03/04 09:55:33	 22	8	74	100	63	100	75	0	-1	-64	20237	439474	0xea
03/04 09:55:33	 23	0	74	100	63	100	75	0	-1	-64	20233	439954	0xc1
03/04 09:55:33	 24	0	74	100	63	100	75	0	-1	-64	20237	440302	0x23
03/04 09:55:33	 25	0	74	100	63	100	75	0	-1	-64	20226	440424	0x94
03/04 09:55:33	 26	0	74	100	63	100	75	0	-1	-64	20234	440406	0x8b
03/04 09:55:33	 27	0	74	100	63	100	75	0	-1	-64	20234	440219	0xd0
03/04 09:55:33	 28	0	74	100	63	100	75	0	-1	-64	20226	439945	0xb6
03/04 09:55:33	 29	0	74	100	63	100	75	0	-1	-64	20230	439617	0x72
03/04 09:55:33	 30	0	74	100	63	100	75	0	-1	-64	20230	439232	0xf0
03/04 09:55:33	 31	0	74	100	63	100	75	0	-1	-64	20216	438915	0xa4
03/04 09:55:33	 32	0	74	100	63	100	75	0	-2	-64	20223	438677	0xbc
03/04 09:55:33	 33	0	74	100	63	100	75	0	-2	-64	20224	438568	0x52
03/04 09:55:33	 34	0	74	100	63	100	75	0	-2	-64	20217	438556	0x3f
03/04 09:55:33	 35	0	74	100	63	100	75	0	-2	-64	20225	438654	0xab
03/04 09:55:33	 36	0	74	100	63	100	75	0	-2	-64	20225	438889	0x98
03/04 09:55:33	 37	0	74	100	63	100	75	0	-2	-64	20216	439235	0xea
03/04 09:55:33	 38	0	74	100	63	100	75	0	-2	-64	20217	439650	0x8d
03/04 09:55:33	 39	0	74	100	63	100	75	0	-2	-64	20219	440168	0x98
03/04 09:55:33	 40	0	74	100	63	100	75	0	-2	-64	20216	440788	0x04
03/04 09:55:33	 41	0	74	100	63	100	75	0	-2	-64	20213	441431	0x88
03/04 09:55:33	 42	0	74	100	63	100	75	0	-1	-64	20215	442101	0x2c
03/04 09:55:33	 43	0	74	100	63	100	75	0	-1	-64	20208	442792	0xdc
03/04 09:55:33	 44	0	74	100	63	100	75	0	-1	-64	20213	443477	0x92
03/04 09:55:33	 45	0	74	100	63	100	75	0	-1	-64	20200	444147	0x26
03/04 09:55:33	 46	0	74	100	63	100	75	0	-1	-64	20208	444803	0xc2
03/04 09:55:33	 47	0	74	100	63	100	75	0	-1	-64	20206	445449	0x4a
03/04 09:55:33	 48	0	74	100	63	100	75	0	-1	-64	20208	446067	0xb9
03/04 09:55:34	 49	0	74	100	63	100	75	0	-1	-64	20210	446668	0x17
03/04 09:55:34	 50	0	74	100	63	100	75	0	-1	-64	20206	447209	0x33
03/04 09:55:34	 51	0	74	100	63	100	75	0	-1	-64	20202	447752	0x52
03/04 09:55:34	 52	0	74	100	63	100	75	0	-2	-64	20204	448253	0x4a
03/04 09:55:34	 53	0	74	100	63	100	75	0	-2	-64	20206	448672	0xf2
03/04 09:55:34	 54	0	74	100	63	100	75	0	-2	-64	20202	449099	0x9c
03/04 09:55:34	 55	0	74	100	63	100	75	0	-2	-64	20198	449497	0x28
03/04 09:55:34	 56	0	74	100	63	100	75	0	-2	-64	20206	449874	0xac
03/04 09:55:34	 57	0	74	100	63	100	75	0	-2	-64	20197	450247	0x1a
03/04 09:55:34	 58	0	74	100	63	100	75	0	-2	-64	20187	450624	0x8c
03/04 09:55:34	 59	0	74	100	63	100	75	0	-2	-64	20192	450990	0x01
03/04 09:55:34	 60	0	74	100	63	100	75	0	-2	-64	20190	451344	0x64
03/04 09:55:34	 61	0	74	100	63	100	75	0	-2	-64	20187	451688	0xbb
03/04 09:55:34	 62	0	74	100	63	100	75	1	-2	-64	20188	452019	0x0a
03/04 09:55:34	 63	0	74	100	63	100	75	1	-2	-64	20181	452322	0x34
03/04 09:55:34	 64	0	74	100	63	100	75	1	-2	-64	20188	452658	0x8e
03/04 09:55:34	 65	0	74	100	63	100	75	1	-2	-64	20172	453019	0xe9
03/04 09:55:34	 66	0	74	100	63	100	75	1	-2	-64	20171	453410	0x72
03/04 09:55:34	 67	0	74	100	63	100	75	1	-2	-64	20171	453854	0x30
03/04 09:55:34	 68	0	74	100	63	100	75	1	-2	-64	20165	454368	0x2f
03/04 09:55:34	 69	0	74	100	63	100	75	1	-2	-64	20164	454936	0x6a
03/04 09:55:34	 70	0	74	100	63	100	75	1	-2	-64	20167	455495	0x9f
03/04 09:55:34	 71	0	74	100	63	100	75	1	-2	-64	20163	456029	0xb4
03/04 09:55:34	 72	0	74	100	63	100	75	0	-2	-64	20159	456414	0x32
03/04 09:55:34	 73	0	74	100	63	100	75	0	-2	-64	20160	456548	0xbb
03/04 09:55:34	 74	0	74	100	63	100	75	0	-2	-64	20166	456256	0x9d
03/04 09:55:34	 75	0	74	100	63	100	75	0	-2	-64	20163	455325	0xf4
03/04 09:55:34	 76	0	74	100	63	100	75	0	-2	-64	20168	453704	0x9f
03/04 09:55:34	 77	0	74	100	63	100	75	0	-2	-64	20162	451357	0x66
03/04 09:55:34	 78	0	74	100	63	100	75	0	-2	-64	20164	448465	0x11
03/04 09:55:34	 79	0	74	100	63	100	75	0	-2	-64	20159	445343	0xcf
03/04 09:55:34	 80	0	74	100	63	100	75	0	-2	-64	20157	442354	0x15
03/04 09:55:34	 81	0	74	100	63	100	75	0	-2	-64	20151	439687	0x9b
03/04 09:55:34	 82	0	74	100	63	100	75	0	-2	-65	20151	437402	0xa5
03/04 09:55:34	 83	0	74	100	63	100	75	0	-2	-65	20147	435534	0x4f
03/04 09:55:34	 84	0	74	100	63	100	75	0	-2	-65	20147	434043	0x77
03/04 09:55:34	 85	0	74	100	63	100	75	0	-2	-65	20152	432953	0x37
03/04 09:55:34	 86	0	74	100	63	100	75	0	-2	-65	20144	432221	0x51
03/04 09:55:34	 87	0	74	100	63	100	75	0	-2	-65	20142	431766	0x87
03/04 09:55:34	 88	0	74	100	63	100	75	0	-2	-65	20151	431587	0xdd
03/04 09:55:34	 89	0	74	100	63	100	75	0	-2	-65	20148	431591	0xdf
